,ASX code,Company name,Security type,ISIN code,hashtags,cashtags
1616,SNG,SIREN GOLD,ORDINARY FULLY PAID,AU0000104069,#SNG,$SNG
1617,SIT,SITE GROUP INT LTD,ORDINARY FULLY PAID,AU000000SIT8,#SIT,$SIT
1618,SDR,SITEMINDER,ORDINARY FULLY PAID,AU0000183543,#SDR,$SDR
1619,SIV,SIV CAPITAL LIMITED,ORDINARY FULLY PAID,AU000000SIV4,#SIV,$SIV
1620,SKN,SKIN ELEMENTS LTD,ORDINARY FULLY PAID,AU000000SKN7,#SKN,$SKN
1621,SKS,SKS TECH GROUP LTD,ORDINARY FULLY PAID,AU0000124901,#SKS,$SKS
1622,SKY,SKY METALS LTD,ORDINARY FULLY PAID,AU0000049637,#SKY,$SKY
1623,SAS,SKY N SPACE CO LTD,ORDINARY FULLY PAID,AU000000SAS7,#SAS,$SAS
1624,SKT,SKY NETWORK,ORDINARY FULLY PAID,NZSKTE0001S6,#SKT,$SKT
1625,SKF,SKYFII LTD,ORDINARY FULLY PAID,AU000000SKF3,#SKF,$SKF
1626,SGH,SLATER & GORDON,ORDINARY FULLY PAID,AU000000SGH7,#SGH,$SGH
1627,SPZ,SMART PARKING LTD,ORDINARY FULLY PAID,AU000000SPZ0,#SPZ,$SPZ
1628,SIQ,SMARTGRP CORPORATION,ORDINARY FULLY PAID,AU000000SIQ4,#SIQ,$SIQ
1629,SIL,SMILES INCLUSIVE,ORDINARY FULLY PAID,AU0000005092,#SIL,$SIL
1630,SOM,SOMNOMED LIMITED,ORDINARY FULLY PAID,AU000000SOM1,#SOM,$SOM
1631,SHL,SONIC HEALTHCARE,ORDINARY FULLY PAID,AU000000SHL7,#SHL,$SHL
1632,SMG,SOON MINING,ORDINARY FULLY PAID,AU000000SMG7,#SMG,$SMG
1633,SOL,SOUL PATTINSON (W.H),ORDINARY FULLY PAID,AU000000SOL3,#SOL,$SOL
1634,SHP,SOUTH HARZ POTASH,ORDINARY FULLY PAID,AU0000151680,#SHP,$SHP
1635,S32,SOUTH32 LIMITED,ORDINARY FULLY PAID,AU000000S320,#S32,$S32
1636,SAU,SOUTHERN GOLD,ORDINARY FULLY PAID,AU000000SAU3,#SAU,$SAU
1637,SUH,SOUTHERN HEM MIN,ORDINARY FULLY PAID,AU000000SUH8,#SUH,$SUH
1638,SOV,SOVEREIGN CLOUD HLDG,ORDINARY FULLY PAID,AU0000113458,#SOV,$SOV
1639,SVM,SOVEREIGN METALS,ORDINARY FULLY PAID,AU000000SVM6,#SVM,$SVM
1640,SPA,SPACETALK LTD,ORDINARY FULLY PAID,AU0000117285,#SPA,$SPA
1641,SPN,SPARC TECH LTD,ORDINARY FULLY PAID,AU0000115750,#SPN,$SPN
1642,SP3,SPECTURLTD,ORDINARY FULLY PAID,AU000000SP35,#SP3,$SP3
1643,SEC,SPHERIA EMERGING CO,ORDINARY FULLY PAID,AU000000SEC3,#SEC,$SEC
1644,ST1,SPIRIT TECHNOLOGY,ORDINARY FULLY PAID,AU000000ST15,#ST1,$ST1
1645,SPT,SPLITIT,ORDINARY FULLY PAID,IL0011570806,#SPT,$SPT
1646,SEG,SPORTS ENT GRP LTD,ORDINARY FULLY PAID,AU0000121907,#SEG,$SEG
1647,SHO,SPORTSHERO LTD,ORDINARY FULLY PAID,AU000000SHO1,#SHO,$SHO
1648,SIX,SPRINTEX LTD,ORDINARY FULLY PAID,AU000000SIX0,#SIX,$SIX
1649,SRG,SRG GLOBAL LTD,ORDINARY FULLY PAID,AU0000032914,#SRG,$SRG
1650,SSH,SSHGROUPLTD,ORDINARY FULLY PAID,AU0000168627,#SSH,$SSH
1651,SBM,ST BARBARA LIMITED,ORDINARY FULLY PAID,AU000000SBM8,#SBM,$SBM
1652,SGQ,ST GEORGE MIN LTD,ORDINARY FULLY PAID,AU000000SGQ8,#SGQ,$SGQ
1653,SMR,STANMORE RESOURCES,ORDINARY FULLY PAID,AU000000SMR4,#SMR,$SMR
1654,S66,STAR COMBO,ORDINARY FULLY PAID,AU0000004798,#S66,$S66
1655,SMS,STARMINERALSLIMITED,ORDINARY FULLY PAID,AU0000168874,#SMS,$SMS
1656,SPL,STARPHARMA HOLDINGS,ORDINARY FULLY PAID,AU000000SPL0,#SPL,$SPL
1657,GAS,STATE GAS LIMITED,ORDINARY FULLY PAID,AU000000GAS2,#GAS,$GAS
1658,SVY,STAVELY MINERALS LTD,ORDINARY FULLY PAID,AU000000SVY1,#SVY,$SVY
1659,SDF,STEADFAST GROUP LTD,ORDINARY FULLY PAID,AU000000SDF8,#SDF,$SDF
1660,SGI,STEALTH GLOBAL,ORDINARY FULLY PAID,AU0000022238,#SGI,$SGI
1661,SRZ,STELLAR RESOURCES,ORDINARY FULLY PAID,AU000000SRZ6,#SRZ,$SRZ
1662,SCU,STEMCELL UNITED LTD,ORDINARY FULLY PAID,AU000000SCU9,#SCU,$SCU
1663,STP,STEP ONE LIMITED,ORDINARY FULLY PAID,AU0000181174,#STP,$STP
1664,SXE,STH CRS ELECT ENGNR,ORDINARY FULLY PAID,AU000000SXE9,#SXE,$SXE
1665,SXL,STHN CROSS MEDIA,ORDINARY FULLY PAID,AU000000SXL4,#SXL,$SXL
1666,SHE,STONEHORSE ENERGY LT,ORDINARY FULLY PAID,AU0000054900,#SHE,$SHE
1667,SRY,STORY-I LIMITED,ORDINARY FULLY PAID,AU000000SRY9,#SRY,$SRY
1668,STG,STRAKER TRANSLATIONS,ORDINARY FULLY PAID,AU0000026155,#STG,$STG
1669,STA,STRANDLINE RES LTD,ORDINARY FULLY PAID,AU000000STA5,#STA,$STA
1670,SOR,STRATEGIC ELEMENTS,ORDINARY FULLY PAID,AU000000SOR0,#SOR,$SOR
1671,SER,STRATEGIC ENERGY,ORDINARY FULLY PAID,AU000000SER1,#SER,$SER
1672,SMC,STRATEGIC MINERALS,ORDINARY FULLY PAID,AU000000SMC6,#SMC,$SMC
1673,STK,STRICKLAND METALS,ORDINARY FULLY PAID,AU0000100901,#STK,$STK
1674,STX,STRIKE ENERGY LTD,ORDINARY FULLY PAID,AU000000STX7,#STX,$STX
1675,SRK,STRIKE RESOURCES,ORDINARY FULLY PAID,AU000000SRK8,#SRK,$SRK
1676,SLZ,SULTAN RESOURCES LTD,ORDINARY FULLY PAID,AU0000016883,#SLZ,$SLZ
1677,SUN,SUNCORP GROUP LTD,ORDINARY FULLY PAID,AU000000SUN6,#SUN,$SUN
1678,SDG,SUNLAND GROUP LTD,ORDINARY FULLY PAID,AU000000SDG6,#SDG,$SDG
1679,SRL,SUNRISE,ORDINARY FULLY PAID,AU0000143729,#SRL,$SRL
1680,SHN,SUNSHINE GOLD LTD,ORDINARY FULLY PAID,AU0000121808,#SHN,$SHN
1681,STM,SUNSTONE METALS LTD,ORDINARY FULLY PAID,AU000000STM0,#STM,$STM
1682,SVS,SUNVEST CORPORATION,ORDINARY FULLY PAID,AU000000SVS3,#SVS,$SVS
1683,SUL,SUPER RET REP LTD,ORDINARY FULLY PAID,AU000000SUL0,#SUL,$SUL
1684,SUP,SUPERIOR LAKE RES,ORDINARY FULLY PAID,AU0000002636,#SUP,$SUP
1685,SPQ,SUPERIOR RESOURCES,ORDINARY FULLY PAID,AU000000SPQ9,#SPQ,$SPQ
1686,SLC,SUPERLOOP LIMITED,ORDINARY FULLY PAID,AU000000SLC8,#SLC,$SLC
1687,SNL,SUPPLY NETWORK,ORDINARY FULLY PAID,AU000000SNL5,#SNL,$SNL
1688,SRN,SUREFIRE RESCS NL,ORDINARY FULLY PAID,AU000000SRN2,#SRN,$SRN
1689,SUV,SUVO STRATEGIC,ORDINARY FULLY PAID,AU0000098923,#SUV,$SUV
1690,SWK,SWICK MINING,ORDINARY FULLY PAID,AU000000SWK8,#SWK,$SWK
1691,SW1,SWIFT MEDIA LIMITED,ORDINARY FULLY PAID,AU000000SW10,#SW1,$SW1
1692,SWP,SWOOP HOLDINGS LTD,ORDINARY FULLY PAID,AU0000153736,#SWP,$SWP
1693,SL1,SYMBOL MINING LTD,ORDINARY FULLY PAID,AU000000SL13,#SL1,$SL1
1694,SOP,SYNERTEC CORPORATION,ORDINARY FULLY PAID,BMG8651T1201,#SOP,$SOP
1695,SYT,SYNTONIC LIMITED,ORDINARY FULLY PAID,AU000000SYT5,#SYT,$SYT
1696,SYR,SYRAH RESOURCES,ORDINARY FULLY PAID,AU000000SYR9,#SYR,$SYR
1697,TAH,TABCORP HOLDINGS LTD,ORDINARY FULLY PAID,AU000000TAH8,#TAH,$TAH
1698,TLG,TALGA GROUP LTD,ORDINARY FULLY PAID,AU000000TLG7,#TLG,$TLG
1699,TD1,TALI DIGITAL LIMITED,ORDINARY FULLY PAID,AU0000074221,#TD1,$TD1
1700,TLM,TALISMAN MINING,ORDINARY FULLY PAID,AU000000TLM5,#TLM,$TLM
1701,TPD,TALON ENERGY LTD,ORDINARY FULLY PAID,AU000000TPD5,#TPD,$TPD
1702,TMK,TAMASKA OIL GAS LTD,ORDINARY FULLY PAID,AU000000TMK7,#TMK,$TMK
1703,TWD,TAMAWOOD LIMITED,ORDINARY FULLY PAID,AU000000TWD1,#TWD,$TWD
1704,TBN,TAMBORAN,ORDINARY FULLY PAID,AU0000154841,#TBN,$TBN
1705,TMB,TAMBOURAHMETALS,ORDINARY FULLY PAID,AU0000161879,#TMB,$TMB
1706,TAM,TANAMI GOLD NL,ORDINARY FULLY PAID,AU000000TAM8,#TAM,$TAM
1707,TRL,TANGA RESOURCES LTD,ORDINARY FULLY PAID,AU000000TRL4,#TRL,$TRL
1708,TAR,TARUGA MINERALS,ORDINARY FULLY PAID,AU000000TAR7,#TAR,$TAR
1709,TFL,TASFOODS LTD,ORDINARY FULLY PAID,AU000000TFL9,#TFL,$TFL
1710,TAS,TASMAN RESOURCES LTD,ORDINARY FULLY PAID,AU000000TAS5,#TAS,$TAS
1711,TGR,TASSAL GROUP LIMITED,ORDINARY FULLY PAID,AU000000TGR4,#TGR,$TGR
1712,TDL,TBG DIAGNOSTICS LTD,ORDINARY FULLY PAID,AU000000TDL4,#TDL,$TDL
1713,TIP,TEAMINVEST PRIVATE,ORDINARY FULLY PAID,AU0000041717,#TIP,$TIP
1714,TG1,TECHGEN METALS LTD,ORDINARY FULLY PAID,AU0000137440,#TG1,$TG1
1715,TMT,TECHNOLOGY METALS,ORDINARY FULLY PAID,AU000000TMT8,#TMT,$TMT
1716,TNE,TECHNOLOGY ONE,ORDINARY FULLY PAID,AU000000TNE8,#TNE,$TNE
1717,T3K,TEK OCEAN GROUP,ORDINARY FULLY PAID,AU0000166886,#T3K,$T3K
1718,TLX,TELIX PHARMACEUTICAL,ORDINARY FULLY PAID,AU000000TLX2,#TLX,$TLX
1719,TLS,TELSTRA CORPORATION.,ORDINARY FULLY PAID,AU000000TLS2,#TLS,$TLS
1720,TEM,TEMPEST MINERALS,ORDINARY FULLY PAID,AU0000103087,#TEM,$TEM
1721,TPW,TEMPLE & WEBSTER LTD,ORDINARY FULLY PAID,AU000000TPW5,#TPW,$TPW
1722,TGG,TEMPLETON GLOBAL,ORDINARY FULLY PAID,AU000000TGG7,#TGG,$TGG
1723,TPP,TEMPO AUSTRALIA,ORDINARY FULLY PAID,AU000000TPP9,#TPP,$TPP
1724,TMR,TEMPUS RESOURCES LTD,ORDINARY FULLY PAID,AU0000017535,#TMR,$TMR
1725,TMS,TENNANT,ORDINARY FULLY PAID,AU0000142945,#TMS,$TMS
1726,TER,TERRACOM LTD,ORDINARY FULLY PAID,AU000000TER9,#TER,$TER
1727,TGH,TERRAGEN,ORDINARY FULLY PAID,AU0000062333,#TGH,$TGH
1728,TMX,TERRAIN MINERALS,ORDINARY FULLY PAID,AU000000TMX0,#TMX,$TMX
1729,TZN,TERRAMIN AUSTRALIA.,ORDINARY FULLY PAID,AU000000TZN3,#TZN,$TZN
1730,TSO,TESORO RESOURCES LTD,ORDINARY FULLY PAID,AU0000077208,#TSO,$TSO
1731,TNT,TESSERENT LIMITED,ORDINARY FULLY PAID,AU000000TNT6,#TNT,$TNT
1732,A2M,THE A2 MILK COMPANY,ORDINARY FULLY PAID,NZATME0002S8,#A2M,$A2M
1733,AU1,THE AGENCY GROUP AUS,ORDINARY FULLY PAID,AU000000AU12,#AU1,$AU1
1734,FOD,THE FOOD REVOLUTION,ORDINARY FULLY PAID,AU000000FOD7,#FOD,$FOD
1735,TMH,THE MARKET HERALD,ORDINARY FULLY PAID,AU0000092785,#TMH,$TMH
1736,TRS,THE REJECT SHOP,ORDINARY FULLY PAID,AU000000TRS9,#TRS,$TRS
1737,SGR,THE STAR ENT GRP,ORDINARY FULLY PAID,AU000000SGR6,#SGR,$SGR
1738,TSN,THE SUST NUTRI GRP,ORDINARY FULLY PAID,AU0000182867,#TSN,$TSN
1739,GO2,THEGO2PEOPLE,ORDINARY FULLY PAID,AU000000GO22,#GO2,$GO2
1740,TGM,THETA GOLD MINES LTD,ORDINARY FULLY PAID,AU0000035701,#TGM,$TGM
1741,TMZ,THOMSON RES LTD,ORDINARY FULLY PAID,AU000000TMZ5,#TMZ,$TMZ
1742,THRAM,THOR MINING PLC,ORDINARY FULLY PAID,AU0000THRAM5,#THRAM,$THRAM
1743,TGA,THORN GROUP LIMITED,ORDINARY FULLY PAID,AU000000TGA0,#TGA,$TGA
1744,TOP,THORNEY OPP LTD,ORDINARY FULLY PAID,AU000000TOP2,#TOP,$TOP
1745,TEK,THORNEY TECH LTD,ORDINARY FULLY PAID,AU000000TEK4,#TEK,$TEK
1746,TPS,THREAT PROTECT LTD,ORDINARY FULLY PAID,AU000000TPS3,#TPS,$TPS
1747,TIA,TIAN AN AUST LIMITED,ORDINARY FULLY PAID,AU000000TIA6,#TIA,$TIA
1748,TPO,TIAN POH RESOURCES,ORDINARY FULLY PAID,AU000000TPO2,#TPO,$TPO
1749,TIE,TIETTO MINERALS,ORDINARY FULLY PAID,AU000000TIE8,#TIE,$TIE
1750,TIG,TIGERS REALM COAL,ORDINARY FULLY PAID,AU000000TIG3,#TIG,$TIG
1751,TML,TIMAH RESOURCES LTD,ORDINARY FULLY PAID,AU000000TML5,#TML,$TML
1752,TNY,TINYBEANS GROUP LTD,ORDINARY FULLY PAID,AU000000TNY6,#TNY,$TNY
1753,TRP,TISSUE REPAIR,ORDINARY FULLY PAID,AU0000180887,#TRP,$TRP
1754,TTM,TITAN MINERALS,ORDINARY FULLY PAID,AU000000TTM8,#TTM,$TTM
1755,TSL,TITANIUM SANDS LTD,ORDINARY FULLY PAID,AU000000TSL2,#TSL,$TSL
1756,TTT,TITOMIC LIMITED,ORDINARY FULLY PAID,AU000000TTT3,#TTT,$TTT
1757,TOU,TLOU ENERGY LTD,ORDINARY FULLY PAID,AU000000TOU2,#TOU,$TOU
1758,TNG,TNG LIMITED,ORDINARY FULLY PAID,AU000000TNG3,#TNG,$TNG
1759,TRT,TODD RIVER RES LTD,ORDINARY FULLY PAID,AU000000TRT7,#TRT,$TRT
1760,TI1,TOMBADOR IRON,ORDINARY FULLY PAID,AU0000107211,#TI1,$TI1
1761,TBA,TOMBOLA GOLD LTD,ORDINARY FULLY PAID,AU0000154940,#TBA,$TBA
1762,TOM,TOMIZONE LIMITED,ORDINARY FULLY PAID,AU000000TOM9,#TOM,$TOM
1763,TSI,TOP SHELF,ORDINARY FULLY PAID,AU0000118887,#TSI,$TSI
1764,TNR,TORIAN RESOURCES LTD,ORDINARY FULLY PAID,AU000000TNR0,#TNR,$TNR
1765,TOE,TORO ENERGY LIMITED,ORDINARY FULLY PAID,AU000000TOE6,#TOE,$TOE
1766,TOR,TORQUE MET,ORDINARY FULLY PAID,AU0000147266,#TOR,$TOR
1767,TRN,TORRENS MINING,ORDINARY FULLY PAID,AU0000122954,#TRN,$TRN
1768,TTB,TOTAL BRAIN LTD,ORDINARY FULLY PAID,AU0000032435,#TTB,$TTB
1769,TVL,TOUCH VENTURES,ORDINARY FULLY PAID,AU0000175424,#TVL,$TVL
1770,TOY,TOYS R US,ORDINARY FULLY PAID,AU0000160301,#TOY,$TOY
1771,TPC,TPC CONSOLIDATED LTD,ORDINARY FULLY PAID,AU000000TPC7,#TPC,$TPC
1772,TPG,TPG TELECOM LIMITED.,ORDINARY FULLY PAID,AU0000090128,#TPG,$TPG
1773,TTI,TRAFFIC TECHNOLOGIES,ORDINARY FULLY PAID,AU000000TTI6,#TTI,$TTI
1774,TRJ,TRAJAN GROUP HOLDING,ORDINARY FULLY PAID,AU0000150526,#TRJ,$TRJ
1775,TKL,TRAKA RESOURCES,ORDINARY FULLY PAID,AU000000TKL9,#TKL,$TKL
1776,TTL,TRANSCENDENCE,ORDINARY FULLY PAID,AU000000TTL0,#TTL,$TTL
1777,TCO,TRANSMETRO CORP. LTD,ORDINARY FULLY PAID,AU000000TCO0,#TCO,$TCO
1778,TWE,TREASURY WINE ESTATE,ORDINARY FULLY PAID,AU000000TWE9,#TWE,$TWE
1779,TEG,TRIANGLE ENERGY LTD,ORDINARY FULLY PAID,AU000000TEG2,#TEG,$TEG
1780,TGF,TRIBECA GLOBAL,ORDINARY FULLY PAID,AU0000023202,#TGF,$TGF
1781,TBR,TRIBUNE RES LTD,ORDINARY FULLY PAID,AU000000TBR5,#TBR,$TBR
1782,TMG,TRIGG MINING LTD.,ORDINARY FULLY PAID,AU0000046021,#TMG,$TMG
1783,TNP,TRIPLE ENERGY LTD,ORDINARY FULLY PAID,AU000000TNP4,#TNP,$TNP
1784,TON,TRITON MIN LTD,ORDINARY FULLY PAID,AU000000TON7,#TON,$TON
1785,TRY,TROY RESOURCES LTD,ORDINARY FULLY PAID,AU000000TRY7,#TRY,$TRY
1786,TRM,TRUSCOTT MINING CORP,ORDINARY FULLY PAID,AU000000TRM2,#TRM,$TRM
1787,TTA,TTA HOLDINGS LTD,ORDINARY FULLY PAID,AU000000TTA3,#TTA,$TTA
1788,TUA,TUAS LIMITED,ORDINARY FULLY PAID,AU0000089724,#TUA,$TUA
1789,2BE,TUBI LIMITED,ORDINARY FULLY PAID,AU0000046799,#2BE,$2BE
1790,TGN,TUNGSTEN MIN NL,ORDINARY FULLY PAID,AU000000TGN3,#TGN,$TGN
1791,TCG,TURACO GOLD LIMITED,ORDINARY FULLY PAID,AU0000169039,#TCG,$TCG
1792,TV2,TV2U INTER LIMITED,ORDINARY FULLY PAID,AU000000TV28,#TV2,$TV2
1793,TSC,TWENTY SEVEN CO. LTD,ORDINARY FULLY PAID,AU0000020281,#TSC,$TSC
1794,TYM,TYMLEZ GROUP,ORDINARY FULLY PAID,AU0000028706,#TYM,$TYM
1795,TYX,TYRANNA RES LTD,ORDINARY FULLY PAID,AU000000TYX5,#TYX,$TYX
1796,TYR,TYRO PAYMENTS,ORDINARY FULLY PAID,AU0000066508,#TYR,$TYR
1797,TZL,TZ LIMITED,ORDINARY FULLY PAID,AU000000TZL7,#TZL,$TZL
1798,UCW,UCW LTD,ORDINARY FULLY PAID,AU000000UCW1,#UCW,$UCW
1799,UUL,ULTIMA UTD LTD,ORDINARY FULLY PAID,AU000000UUL6,#UUL,$UUL
1800,UMG,UNITED MALT GROUP,ORDINARY FULLY PAID,AU0000079691,#UMG,$UMG
1801,UOS,UNITED OVERSEAS AUST,ORDINARY FULLY PAID,AU000000UOS4,#UOS,$UOS
1802,UOSAA,UNITED OVERSEAS AUST,ORDINARY FULLY PAID,AU0000UOSAA2,#UOSAA,$UOSAA
1803,UWL,UNITI GROUP LTD,ORDINARY FULLY PAID,AU0000035388,#UWL,$UWL
1804,UNI,UNIVERSAL STORE,ORDINARY FULLY PAID,AU0000113565,#UNI,$UNI
1805,UBN,URBANISE.COM LTD,ORDINARY FULLY PAID,AU000000UBN2,#UBN,$UBN
1806,UCM,USCOM LIMITED,ORDINARY FULLY PAID,AU000000UCM2,#UCM,$UCM
1807,UUV,UUV AQUABOTIX LTD,ORDINARY FULLY PAID,AU000000UUV5,#UUV,$UUV
1808,VMX,VALMEC LIMITED,ORDINARY FULLY PAID,AU000000VMX6,#VMX,$VMX
1809,VAL,VALOR RESOURCES LTD,ORDINARY FULLY PAID,AU000000VAL6,#VAL,$VAL
1810,VR8,VANADIUM RESOURCES,ORDINARY FULLY PAID,AU0000053522,#VR8,$VR8
1811,VAN,VANGO MINING LTD,ORDINARY FULLY PAID,AU000000VAN2,#VAN,$VAN
1812,VAR,VARISCAN MINES LTD,ORDINARY FULLY PAID,AU000000VAR3,#VAR,$VAR
1813,VMG,VDM GROUP LIMITED,ORDINARY FULLY PAID,AU000000VMG1,#VMG,$VMG
1814,VR1,VECTION TECHNOLOGIES,ORDINARY FULLY PAID,AU0000067522,#VR1,$VR1
1815,VBS,VECTUS BIOSYSTEMS,ORDINARY FULLY PAID,AU000000VBS9,#VBS,$VBS
1816,VEE,VEEM LTD,ORDINARY FULLY PAID,AU000000VEE3,#VEE,$VEE
1817,VNT,VENTIASERVICESGROUP,ORDINARY FULLY PAID,AU0000184459,#VNT,$VNT
1818,VMS,VENTURE MINERALS,ORDINARY FULLY PAID,AU000000VMS6,#VMS,$VMS
1819,VMC,VENUS METALS COR LTD,ORDINARY FULLY PAID,AU000000VMC0,#VMC,$VMC
1820,VBC,VERBREC LIMITED,ORDINARY FULLY PAID,AU0000125577,#VBC,$VBC
1821,VRS,VERIS LTD,ORDINARY FULLY PAID,AU000000VRS5,#VRS,$VRS
1822,VTX,VERTEXMIN,ORDINARY FULLY PAID,AU0000185910,#VTX,$VTX
1823,VG8,VGI PARTNERS ASIAN,ORDINARY FULLY PAID,AU0000057218,#VG8,$VG8
1824,VG1,VGI PARTNERS GLOBAL,ORDINARY FULLY PAID,AU000000VG15,#VG1,$VG1
1825,VGI,VGI PARTNERS LIMITED,ORDINARY FULLY PAID,AU0000046831,#VGI,$VGI
1826,VIG,VICTOR GROUP HLDGS,ORDINARY FULLY PAID,AU000000VIG9,#VIG,$VIG
1827,1VG,VICTORY GOLDFIELDS,ORDINARY FULLY PAID,AU0000155897,#1VG,$1VG
1828,VIC,VICTORY MINES LTD,ORDINARY FULLY PAID,AU000000VIC8,#VIC,$VIC
1829,VOL,VICTORY OFFICES LTD,ORDINARY FULLY PAID,AU0000046609,#VOL,$VOL
1830,VII,VIETNAM INDUSTRIAL,ORDINARY FULLY PAID,AU000000VII5,#VII,$VII
1831,VKA,VIKING MINES LTD,ORDINARY FULLY PAID,AU000000VKA8,#VKA,$VKA
1832,VMY,VIMY RESOURCES LTD,ORDINARY FULLY PAID,AU000000VMY4,#VMY,$VMY
1833,VEN,VINTAGE ENERGY,ORDINARY FULLY PAID,AU0000020885,#VEN,$VEN
1834,VIP,VIP GLOVES,ORDINARY FULLY PAID,AU000000VIP0,#VIP,$VIP
1835,VRT,VIRTUS HEALTH LTD,ORDINARY FULLY PAID,AU000000VRT3,#VRT,$VRT
1836,VTG,VITA GROUP LTD,ORDINARY FULLY PAID,AU000000VTG6,#VTG,$VTG
1837,VLS,VITA LIFE SCIENCES..,ORDINARY FULLY PAID,AU000000VLS8,#VLS,$VLS
1838,VML,VITAL METALS LIMITED,ORDINARY FULLY PAID,AU000000VML1,#VML,$VML
1839,VEA,VIVA ENERGY GROUP,ORDINARY FULLY PAID,AU0000016875,#VEA,$VEA
1840,VVA,VIVA LEISURE LIMITED,ORDINARY FULLY PAID,AU0000046013,#VVA,$VVA
1841,VMT,VMOTO LIMITED,ORDINARY FULLY PAID,AU000000VMT4,#VMT,$VMT
1842,VHT,VOLPARA HEALTH TECH,ORDINARY FULLY PAID,NZVHTE0001S6,#VHT,$VHT
1843,VPR,VOLT POWER GROUP,ORDINARY FULLY PAID,AU000000VPR1,#VPR,$VPR
1844,VRC,VOLT RESOURCES LTD,ORDINARY FULLY PAID,AU000000VRC9,#VRC,$VRC
1845,VN8,VONEX LIMITED..,ORDINARY FULLY PAID,AU0000006421,#VN8,$VN8
1846,VOR,VORTIV LTD,ORDINARY FULLY PAID,AU0000057895,#VOR,$VOR
1847,VRX,VRX SILICA LTD,ORDINARY FULLY PAID,AU000000VRX5,#VRX,$VRX
1848,VUL,VULCAN ENERGY,ORDINARY FULLY PAID,AU0000066086,#VUL,$VUL
1849,VYS,VYSARN LTD,ORDINARY FULLY PAID,AU000000VYS1,#VYS,$VYS
1850,WGN,WAGNERS HLD COMPANY,ORDINARY FULLY PAID,AU000000WGN7,#WGN,$WGN
1851,WAK,WAKAOLIN,ORDINARY FULLY PAID,AU0000111247,#WAK,$WAK
1852,WKT,WALKABOUT RESOURCES,ORDINARY FULLY PAID,AU000000WKT6,#WKT,$WKT
1853,WAA,WAM ACTIVE LIMITED,ORDINARY FULLY PAID,AU000000WAA7,#WAA,$WAA
1854,WMA,WAM ALTERNATIVE,ORDINARY FULLY PAID,AU0000110827,#WMA,$WMA
1855,WAM,WAM CAPITAL LIMITED,ORDINARY FULLY PAID,AU000000WAM2,#WAM,$WAM
1856,WGB,WAM GLOBAL LIMITED,ORDINARY FULLY PAID,AU0000009649,#WGB,$WGB
1857,WLE,WAM LEADERS LIMITED,ORDINARY FULLY PAID,AU000000WLE6,#WLE,$WLE
1858,WMI,WAM MICROCAP LIMITED,ORDINARY FULLY PAID,AU000000WMI5,#WMI,$WMI
1859,WAX,WAM RESEARCH LTD,ORDINARY FULLY PAID,AU000000WAX9,#WAX,$WAX
1860,WAR,WAM STRATEGIC VALUE,ORDINARY FULLY PAID,AU0000155707,#WAR,$WAR
1861,WJA,WAMEJA LIMITED,ORDINARY FULLY PAID,AU0000053472,#WJA,$WJA
1862,WGO,WARREGO ENERGY LTD,ORDINARY FULLY PAID,AU0000042525,#WGO,$WGO
1863,WAT,WATERCO LIMITED,ORDINARY FULLY PAID,AU000000WAT7,#WAT,$WAT
1864,W2V,WAY2VATLTD,ORDINARY FULLY PAID,AU0000169898,#W2V,$W2V
1865,WQG,WCM GLOBAL GROWTH,ORDINARY FULLY PAID,AU0000017071,#WQG,$WQG
1866,WLS,WCM GLOBAL LG ST LTD,ORDINARY FULLY PAID,AU0000164915,#WLS,$WLS
1867,WCG,WEBCENTRAL GROUP LTD,ORDINARY FULLY PAID,AU0000093031,#WCG,$WCG
1868,WEB,WEBJET LIMITED,ORDINARY FULLY PAID,AU000000WEB7,#WEB,$WEB
1869,WBT,WEEBIT NANO LTD,ORDINARY FULLY PAID,AU000000WBT5,#WBT,$WBT
1870,WLD,WELLARD LIMITED,ORDINARY FULLY PAID,AU000000WLD8,#WLD,$WLD
1871,WFL,WELLFULLY LIMITED,ORDINARY FULLY PAID,AU0000105033,#WFL,$WFL
1872,WNB,WELLNESS AND BEAUTY,ORDINARY FULLY PAID,AU0000032708,#WNB,$WNB
1873,WNX,WELLNEX LIFE LTD,ORDINARY FULLY PAID,AU0000162281,#WNX,$WNX
1874,WES,WESFARMERS LIMITED,ORDINARY FULLY PAID,AU000000WES1,#WES,$WES
1875,WAF,WEST AFRICAN RES LTD,ORDINARY FULLY PAID,AU000000WAF6,#WAF,$WAF
1876,WWI,WEST WITS MINING LTD,ORDINARY FULLY PAID,AU000000WWI4,#WWI,$WWI
1877,WSR,WESTAR RESOURCES,ORDINARY FULLY PAID,AU0000113706,#WSR,$WSR
1878,WC1,WESTCOBARMETALS,ORDINARY FULLY PAID,AU0000169963,#WC1,$WC1
1879,WSA,WESTERN AREAS LTD,ORDINARY FULLY PAID,AU000000WSA9,#WSA,$WSA
1880,WMG,WESTERN MINES,ORDINARY FULLY PAID,AU0000152969,#WMG,$WMG
1881,WGR,WESTERNGOLDRESOURCES,ORDINARY FULLY PAID,AU0000153413,#WGR,$WGR
1882,WGX,WESTGOLD RESOURCES.,ORDINARY FULLY PAID,AU000000WGX6,#WGX,$WGX
1883,WIC,WESTOZ INV LTD,ORDINARY FULLY PAID,AU000000WIC6,#WIC,$WIC
